MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
1.151       58.8        0.9567      0.3317      2.113       52.78       13.19       0.01024     0.7457      0.5288      0.5467      
0.2895      22.83       0.9783      0.1655      1.733       53.07       13.27       0.01064     0.8034      0.9801      0.5019      
0.7172      71.5        0.9496      0.3075      1.88        59.32       14.83       0.004209    0.7496      0.6481      0.7432      
1.753       53.65       0.9283      0.1689      1.312       42.21       10.55       0.00474     0.8095      1.067       0.1746      
0.9218      27.4        0.9626      0.1728      1.684       80.48       20.12       0.01013     0.6253      0.7365      0.6596      
2.744       32.78       0.9374      0.3622      1.796       32.17       8.043       0.00774     0.7167      0.3456      0.3477      
3.165       27.17       0.9245      0.2068      1.946       51.65       12.91       0.004039    0.7301      0.3532      0.8273      
1.985       27.99       0.9214      0.1411      1.798       74.98       18.74       0.00954     0.7893      1.017       0.7368      
2.587       30.35       0.9213      0.3934      1.412       28.23       7.059       0.006129    0.8144      0.2751      0.1471      
0.3956      14.69       0.9863      0.2097      1.218       42.39       10.6        0.005575    0.6254      0.9005      0.53        
2           41.99       0.9511      0.2418      1.391       80.06       20.02       0.005795    0.7197      0.9506      0.2197      
0.6826      20.64       0.964       0.1684      1.534       48.18       12.05       0.009765    0.6205      0.2145      0.5082      
1.263       30.05       0.9406      0.1398      1.697       77.88       19.47       0.009847    0.7361      1.298       0.09741     
4.078       59.17       0.8976      0.3794      1.608       69.68       17.42       0.004042    0.7021      1.084       0.7596      
2.042       57.62       0.9449      0.2683      1.314       57.9        14.47       0.007493    0.7645      0.4623      0.8568      
0.9248      69.54       0.956       0.1736      1.984       61.8        15.45       0.009073    0.6998      0.06477     0.1232      
2.7         68.26       0.9339      0.1646      1.873       55.63       13.91       0.008754    0.729       0.9548      0.1362      
0.2655      30.16       0.9764      0.211       1.73        61.83       15.46       0.005409    0.7571      1.595       0.244       
2.024       51.16       0.9513      0.1758      1.722       69.84       17.46       0.00496     0.7632      0.07986     0.4215      
0.3636      34.83       0.985       0.4154      2.068       43.58       10.9        0.01057     0.6831      1.696       0.884       
3.379       29.28       0.9048      0.414       1.9         55.19       13.8        0.007165    0.7248      0.5169      0.6604      
0.4297      77.74       0.9802      0.1911      1.661       62.6        15.65       0.00936     0.8088      0.8176      0.7447      
4.533       42.08       0.8954      0.3157      1.794       49.71       12.43       0.004535    0.7497      0.8265      0.6005      
4.074       56.49       0.9061      0.1352      1.355       64.19       16.05       0.007131    0.7307      0.6798      0.2521      
0.6597      27.18       0.9839      0.1244      2.078       59.05       14.76       0.008416    0.7371      0.6224      0.5094      
1.354       54.46       0.9687      0.431       1.755       35.31       8.828       0.009526    0.6637      0.5489      0.07313     
2.98        58.45       0.9149      0.3495      1.494       61.09       15.27       0.005562    0.7427      0.6451      0.7179      
1.083       13.04       0.9556      0.2574      2.046       43.78       10.94       0.004973    0.8011      0.568       0.903       
1.685       70.3        0.9575      0.1864      1.862       37.32       9.329       0.009309    0.8071      0.3502      0.7427      
4.431       48.57       0.8881      0.1877      1.607       49.12       12.28       0.004238    0.6913      0.8993      0.7325      
2.71        19.41       0.9134      0.381       1.297       58.23       14.56       0.006868    0.7597      0.5184      0.2443      
2.657       30.65       0.9329      0.1439      1.345       65.87       16.47       0.005299    0.7341      1.398       0.419       
1.204       34.99       0.9408      0.119       1.689       32.69       8.173       0.005095    0.7437      0.9345      0.7824      
4.257       59.01       0.8917      0.2907      1.764       43.21       10.8        0.00427     0.7282      0.9537      0.6043      
0.9516      64.01       0.9432      0.2133      1.618       41.13       10.28       0.007129    0.7109      0.3028      0.4869      
4.723       26.15       0.8873      0.3773      1.609       62.72       15.68       0.006223    0.6955      0.7324      0.6629      
0.227       28.16       0.9844      0.152       1.681       79.18       19.79       0.007446    0.6325      1.007       0.1393      
1.956       31.11       0.9522      0.2276      1.699       59.14       14.79       0.006038    0.6832      0.4416      0.3964      
4.65        60.63       0.9038      0.4869      1.375       36.43       9.109       0.004694    0.6744      0.7018      0.3574      
0.7259      22.99       0.9445      0.1431      1.975       31.86       7.965       0.009606    0.7996      0.5672      0.1628      
1.242       39.86       0.9397      0.2053      1.785       47.66       11.91       0.008536    0.6667      1.346       0.2174      
1.772       41.38       0.9621      0.2282      1.723       38.14       9.536       0.004729    0.6995      0.8496      0.2996      
1.168       22.08       0.9567      0.2089      1.678       59.95       14.99       0.01018     0.6536      0.2053      0.7443      
2.214       57.39       0.9375      0.134       1.636       33.38       8.344       0.003592    0.6709      1.399       0.399       
3.606       21.58       0.9258      0.4076      1.826       34.58       8.645       0.007505    0.7159      0.8537      0.6942      
3.701       37.84       0.9013      0.1376      1.702       59.26       14.81       0.005096    0.7119      0.7264      0.6125      
1.663       56.11       0.946       0.2776      2.063       35.64       8.91        0.005545    0.7839      1.354       0.342       
0.517       20.2        0.9848      0.4563      1.569       42.27       10.57       0.008402    0.6612      0.09864     0.752       
2.423       48.8        0.9513      0.405       1.899       69.13       17.28       0.007801    0.7488      1.039       0.3932      
0.4754      67.16       0.9853      0.364       2.096       73.76       18.44       0.00884     0.8369      1.099       0.3385      
0.5533      46.08       0.9577      0.2714      1.858       66.18       16.54       0.008803    0.8272      1.704       0.9645      
0.4825      73.68       0.9639      0.3105      1.949       42.14       10.54       0.00435     0.7643      1.194       0.3775      
2.418       45.39       0.9198      0.3358      1.468       60          15          0.006869    0.7989      1.483       0.3187      
0.7384      71.08       0.9525      0.3592      1.548       24.68       6.17        0.005609    0.797       0.8584      0.06164     
1.033       74.79       0.9707      0.3416      1.689       30.76       7.689       0.008638    0.7695      0.8469      0.8784      
1.669       56.57       0.9606      0.3717      2.042       76.82       19.21       0.008585    0.7637      1.343       0.8496      
1.176       21.68       0.9739      0.3802      1.753       56.03       14.01       0.009718    0.6896      1.47        0.09329     
4.826       40.36       0.9005      0.1567      1.853       42.99       10.75       0.006089    0.7523      0.5571      0.3824      
1.205       26.04       0.9644      0.2243      1.818       49.3        12.33       0.009792    0.7917      0.3753      0.1081      
0.156       25.64       0.9631      0.4525      1.533       72.98       18.25       0.008507    0.8394      1.501       0.05638     
0.3754      38.89       0.9852      0.4598      2.019       37.28       9.32        0.006965    0.7781      0.5999      0.07337     
0.6176      27.16       0.9497      0.2972      1.273       75.68       18.92       0.004933    0.7489      0.5219      0.9592      
0.853       53.28       0.9784      0.3425      1.963       22.94       5.736       0.007463    0.8292      1.409       0.1182      
2.876       60.2        0.9121      0.2671      1.958       30.43       7.607       0.004359    0.6574      0.8726      0.6386      
3.496       43.93       0.9127      0.3672      1.703       53.81       13.45       0.006827    0.7399      0.9086      0.5956      
0.924       45.1        0.9713      0.3319      1.262       84.03       21.01       0.009024    0.6323      0.5429      0.5413      
3.335       26.2        0.9228      0.4943      1.314       71.88       17.97       0.006723    0.8048      0.1592      0.335       
1.362       59.92       0.9353      0.3984      1.635       57.02       14.25       0.005949    0.7779      0.09277     0.09525     
0.2067      9.423       0.9876      0.106       1.362       81.46       20.37       0.005849    0.6613      0.05377     0.5973      
2.862       33.03       0.9308      0.4665      1.742       53.44       13.36       0.006686    0.7385      0.9807      0.6839      
1.697       66.69       0.9263      0.3018      2.059       47.13       11.78       0.008638    0.7758      0.2444      0.7547      
3.188       63.55       0.9034      0.2198      1.393       44.47       11.12       0.007066    0.7315      0.8556      0.6391      
1.43        49.68       0.9488      0.1799      1.88        25.22       6.304       0.009312    0.8198      0.8866      0.09565     
2.848       30.63       0.9176      0.1536      1.465       29.37       7.342       0.004441    0.7775      0.0935      0.8336      
2.414       57.82       0.9222      0.4685      1.698       57          14.25       0.005661    0.7862      0.9394      0.3846      
0.7674      34.46       0.9619      0.4749      1.65        63.42       15.86       0.006706    0.8233      0.2842      0.1135      
0.2384      28          0.9667      0.3635      1.921       44.34       11.08       0.006866    0.7397      0.9619      0.2575      
1.271       57.36       0.9581      0.2868      1.699       66.84       16.71       0.006232    0.6362      0.3608      0.7252      
4.48        29.79       0.8945      0.394       1.58        46.34       11.59       0.004359    0.7662      0.4322      0.3022      
2.859       51.29       0.9255      0.2808      1.595       32.07       8.017       0.006437    0.6878      1.343       0.5282      
1.085       75.14       0.9556      0.2356      1.458       23.71       5.926       0.01024     0.6463      1.266       0.8833      
0.7469      39.07       0.9708      0.1826      1.512       54.86       13.71       0.00847     0.6809      1.682       0.4691      
1.521       58.55       0.935       0.2455      1.88        45.38       11.35       0.008754    0.7387      0.06178     0.6359      
1.099       15.19       0.9641      0.297       1.917       24.54       6.134       0.006967    0.7589      0.6973      0.3567      
0.9112      72.67       0.9377      0.2191      1.299       79.45       19.86       0.009835    0.701       0.6962      0.434       
0.9543      60.18       0.975       0.3109      1.445       71.18       17.8        0.009125    0.6199      1.518       0.6392      
1.232       40.99       0.9743      0.2012      1.809       28.48       7.12        0.009322    0.8361      0.5932      0.9072      
1.377       35.6        0.9472      0.2649      1.671       52.8        13.2        0.007477    0.8188      0.9852      0.8463      
0.9029      34.41       0.9405      0.1467      1.947       26.81       6.703       0.007968    0.7437      1.348       0.4622      
0.8701      75.13       0.9786      0.2633      1.489       33.6        8.4         0.007702    0.7832      1.587       0.3197      
0.7822      34.35       0.9407      0.3616      1.372       30.74       7.684       0.004855    0.6792      1.665       0.04254     
3.264       66.84       0.9283      0.1149      1.507       46.18       11.54       0.003677    0.7424      1.255       0.5792      
0.765       23.81       0.9837      0.264       1.891       67.42       16.86       0.004119    0.6935      1.324       0.0757      
1.449       19.01       0.9521      0.3118      1.57        36.83       9.208       0.00721     0.7441      0.3039      0.148       
0.81        74.11       0.9739      0.4171      2.048       48.47       12.12       0.004284    0.6856      1.046       0.7051      
3.302       41.93       0.9185      0.1057      1.812       51.1        12.77       0.004908    0.7949      1.26        0.7516      
0.2429      75.82       0.9866      0.3115      1.321       23.87       5.968       0.00862     0.8162      1.105       0.8624      
0.6468      46.81       0.9437      0.2262      1.294       35.26       8.814       0.01048     0.6539      0.7684      0.8616      
1.917       49.71       0.9566      0.1474      1.898       65.36       16.34       0.009774    0.7189      1.531       0.6372      
0.2933      24.21       0.9673      0.4819      2.176       29.84       7.46        0.00681     0.6816      1.875       0.6426      
1.945       45.41       0.9297      0.4452      1.633       49.51       12.38       0.006143    0.696       0.5781      0.3396      
2.433       14.85       0.9205      0.1298      2.017       64.05       16.01       0.003626    0.7085      0.06403     0.6505      
1.337       36.89       0.9687      0.3853      1.742       34.46       8.615       0.003271    0.766       1.416       0.4501      
1.665       40.54       0.939       0.1025      1.932       46.7        11.67       0.009117    0.721       0.4887      0.6         
0.9852      51.14       0.9733      0.3979      1.485       75.72       18.93       0.01014     0.7715      1.696       0.1981      
1.499       52.47       0.9536      0.3129      1.768       55.7        13.93       0.006883    0.8065      0.7347      0.5101      
0.9337      27.32       0.9391      0.2523      1.765       27.11       6.776       0.005392    0.725       0.9874      0.3794      
0.8782      13.67       0.9729      0.1103      1.51        53.49       13.37       0.004598    0.7181      1.071       0.489       
1.051       63.43       0.9513      0.4914      1.456       29.83       7.456       0.01024     0.8073      0.4505      0.5276      
0.9092      35.03       0.9411      0.3989      1.27        58.7        14.67       0.01034     0.6767      1.249       0.3648      
0.9389      22.77       0.9705      0.1248      1.966       73.43       18.36       0.007631    0.7351      0.6657      0.6958      
1.526       37.24       0.9458      0.4925      1.461       54.44       13.61       0.004211    0.6609      1.235       0.4456      
1.023       57.54       0.9537      0.3959      1.842       51.43       12.86       0.003256    0.826       0.08174     0.2788      
2.163       17.67       0.9457      0.371       1.618       48.86       12.21       0.007497    0.7061      1.468       0.6498      
3.33        51.12       0.9151      0.306       1.306       41.08       10.27       0.007492    0.7259      1.237       0.7337      
3.462       53.63       0.914       0.3301      1.936       69.39       17.35       0.008796    0.7327      0.3957      0.5689      
2.569       66.25       0.9442      0.2269      1.928       61.35       15.34       0.004179    0.7685      0.5953      0.6765      
0.4069      54.67       0.973       0.1406      1.793       36.94       9.235       0.005234    0.7356      0.7677      0.6779      
0.2787      27.16       0.9903      0.2683      1.319       62.43       15.61       0.00329     0.6889      1.345       0.4612      
3.805       47.45       0.9109      0.3489      1.623       57.08       14.27       0.00631     0.7826      0.06699     0.3633      
0.7685      21.43       0.974       0.2334      1.531       50.59       12.65       0.00694     0.6529      1.131       0.2055      
2.509       47.34       0.9302      0.1501      1.406       70.04       17.51       0.006276    0.8001      1.394       0.3862      
1.169       72.93       0.9536      0.2965      2.004       50.48       12.62       0.009289    0.8025      1.259       0.2828      
0.09669     37.63       0.9904      0.2801      1.511       53.27       13.32       0.004195    0.6606      1.924       0.2844      
2.046       71.39       0.9349      0.2316      1.563       26.04       6.51        0.009002    0.7475      1.374       0.5655      
0.9072      9.897       0.9661      0.3856      1.541       65.51       16.38       0.004236    0.6857      1.566       0.1679      
2.967       53.95       0.9142      0.4527      1.852       46.08       11.52       0.005856    0.7736      1.33        0.2627      
3.043       18.86       0.9328      0.3079      1.325       75.73       18.93       0.008894    0.6843      1.262       0.2204      
1.282       49.63       0.9484      0.3988      1.776       23.75       5.938       0.004206    0.784       0.03746     0.6571      
0.8551      74.25       0.9759      0.4828      1.995       83.53       20.88       0.009818    0.6501      0.1146      0.9001      
4.307       37.85       0.8885      0.3184      1.377       53.3        13.33       0.004124    0.7647      0.5337      0.3167      
0.5549      52.54       0.9844      0.3769      1.969       27.82       6.955       0.007923    0.6526      1.672       0.862       
0.8955      20.91       0.9369      0.1656      1.93        59.91       14.98       0.00562     0.7448      0.4939      0.1298      
1.058       57.63       0.9626      0.1704      1.582       28.89       7.224       0.006361    0.7919      0.1215      0.3209      
1.275       27.96       0.9612      0.4381      1.467       64.21       16.05       0.003459    0.8297      1.086       0.784       
0.5302      32.87       0.9523      0.3965      1.48        23.01       5.753       0.003335    0.7986      1.1         0.5291      
0.4802      38.7        0.9904      0.3065      2.099       77.53       19.38       0.009674    0.7394      1.769       0.5035      
0.2351      22.61       0.9551      0.3822      2.122       87.25       21.81       0.007019    0.6876      0.7271      0.7694      
0.8246      25.68       0.9461      0.3396      1.952       72.82       18.21       0.004527    0.8271      0.9203      0.616       
1.05        59.51       0.9601      0.2658      1.947       70.88       17.72       0.008404    0.6999      0.1662      0.06748     
0.5632      29.63       0.9471      0.4329      1.599       45          11.25       0.009029    0.6249      0.9225      0.5839      
2.201       18.03       0.9243      0.1942      1.827       54.82       13.7        0.007693    0.8087      1.461       0.8118      
2.469       42.76       0.9332      0.1233      1.99        37.54       9.385       0.006547    0.7953      1.244       0.3689      
1.394       64.5        0.951       0.4386      1.976       35.35       8.837       0.005309    0.6935      1.054       0.5682      
2.262       41.15       0.9479      0.2439      1.43        41.84       10.46       0.007367    0.7403      0.5971      0.7883      
2.769       65.02       0.9349      0.2862      1.73        44.49       11.12       0.007446    0.7906      0.3428      0.3105      
2.149       24.94       0.9389      0.4159      1.551       62.51       15.63       0.004883    0.6549      0.2307      0.3227      
3.154       43.09       0.9027      0.4234      1.86        42.29       10.57       0.00388     0.8133      0.596       0.8287      
2.601       67.36       0.9257      0.4722      1.39        33.85       8.462       0.004834    0.7269      0.2387      0.7012      
0.7567      61.97       0.9646      0.2804      1.294       24.54       6.135       0.007933    0.7963      0.4756      0.4951      
1.511       21.21       0.9495      0.2235      1.755       83.17       20.79       0.009683    0.7986      0.2012      0.1883      
0.2438      43.19       0.9623      0.4861      1.418       71.52       17.88       0.005365    0.802       1.352       0.7106      
0.4028      30.24       0.9571      0.3977      1.596       24.41       6.102       0.006679    0.8108      0.4057      0.5576      
2.214       24.89       0.9197      0.1088      1.468       38.97       9.742       0.00528     0.7346      0.2504      0.5886      
0.4272      15.09       0.9588      0.1467      1.87        57.37       14.34       0.004678    0.7761      1.821       0.5658      
2.414       28.57       0.9405      0.2084      1.628       43          10.75       0.004627    0.7641      0.8995      0.3464      
0.9895      75.45       0.9481      0.4576      1.483       78.54       19.64       0.00765     0.6778      0.8417      0.2812      
2.579       60.95       0.9404      0.1136      1.909       61.19       15.3        0.008951    0.7924      1.256       0.3062      
0.8322      48.68       0.9431      0.1675      1.358       38.82       9.705       0.004264    0.7082      1.312       0.5303      
1.75        21.14       0.9474      0.3035      1.935       80.73       20.18       0.007117    0.7635      1.007       0.5086      
0.6645      74.99       0.9789      0.2292      2.097       39.08       9.771       0.007151    0.6169      0.5506      0.6131      
3.679       32.99       0.9055      0.3759      1.333       69.17       17.29       0.004032    0.7069      0.9863      0.7753      
3.339       55.97       0.9044      0.1387      1.341       36.93       9.233       0.006727    0.7172      0.2796      0.4403      
0.3606      74.78       0.9664      0.4417      1.455       63          15.75       0.005205    0.7143      1.374       0.03661     
0.9449      52.3        0.9733      0.1492      1.898       23.29       5.823       0.004827    0.6582      0.6803      0.1446      
0.8455      31.38       0.9821      0.4087      1.681       84.43       21.11       0.009526    0.6143      1.431       0.7903      
3.128       19.86       0.9149      0.1234      1.878       65.69       16.42       0.006763    0.6506      0.2966      0.5106      
0.7775      37.07       0.9683      0.336       1.493       27.38       6.844       0.008522    0.7459      0.98        0.9384      
0.709       66.68       0.9614      0.459       1.775       60.84       15.21       0.007851    0.7506      0.05891     0.3086      
1.635       71.58       0.9411      0.3927      1.61        61.23       15.31       0.008577    0.8025      1.472       0.8308      
0.5754      42.02       0.9624      0.228       1.568       62.35       15.59       0.004748    0.6703      0.06217     0.6903      
2.011       45.88       0.9561      0.273       1.567       39.99       9.998       0.005146    0.6698      1.165       0.3044      
1.633       55.43       0.9609      0.4955      1.485       66.02       16.5        0.006597    0.7622      0.722       0.713       
0.9803      63.92       0.9357      0.31        1.621       23.58       5.894       0.007722    0.6937      0.9931      0.3528      
0.1694      35.83       0.9886      0.2825      1.879       23.17       5.793       0.01002     0.7324      0.2692      0.01546     
0.8998      65.27       0.9798      0.2417      1.91        42.18       10.55       0.009847    0.7776      1.737       0.08315     
1.224       60.64       0.966       0.3312      1.251       54.9        13.72       0.008941    0.7998      0.413       0.5309      
2.126       60.5        0.9224      0.1662      1.907       78.18       19.54       0.006557    0.718       0.3963      0.4251      
1.488       31.13       0.9465      0.3136      1.915       77.02       19.25       0.007124    0.7136      0.1124      0.7825      
1.825       56.58       0.9547      0.3596      1.623       36.25       9.063       0.003648    0.7054      1.477       0.4489      
0.2268      67.47       0.9832      0.1265      1.668       61.83       15.46       0.01071     0.7751      1.816       0.0297      
2.87        67.99       0.9389      0.3363      1.516       44.33       11.08       0.006156    0.728       0.1304      0.1844      
2.827       33.33       0.9299      0.4124      1.379       46.63       11.66       0.008451    0.6995      0.5295      0.7751      
0.8386      16.61       0.9404      0.1663      1.263       24.77       6.192       0.007245    0.8253      0.02652     0.09233     
0.7799      42.83       0.9626      0.3507      2.086       57.84       14.46       0.004068    0.6239      0.7556      0.8408      
0.5337      63.14       0.952       0.3969      2.086       50.35       12.59       0.008298    0.6986      0.4772      0.8716      
0.4514      63.61       0.9554      0.149       2.128       35.87       8.967       0.007523    0.7555      1.732       0.227       
1.194       11.7        0.9685      0.2956      1.758       47.63       11.91       0.006415    0.7504      0.309       0.2219      
2.068       45.05       0.9547      0.4065      1.776       60.7        15.18       0.005486    0.6551      0.2741      0.5667      
0.1872      67.39       0.9787      0.1928      1.54        76.19       19.05       0.006615    0.7265      1.801       0.1477      
2.093       37.51       0.9389      0.3414      1.401       28.6        7.151       0.008964    0.7121      0.8772      0.567       
0.5341      32.54       0.9757      0.4427      2.09        66.61       16.65       0.007416    0.7723      0.07584     0.8327      
0.7926      62.85       0.9497      0.2438      1.937       29.55       7.388       0.0103      0.621       1.52        0.4305      
0.9192      60.09       0.9756      0.3346      1.887       60.5        15.12       0.004635    0.6991      0.7816      0.1456      
2.181       57.39       0.9401      0.1715      1.482       44.33       11.08       0.009389    0.8279      1.217       0.672       
0.8219      54.58       0.9539      0.2417      1.534       25.15       6.288       0.003895    0.6914      1.367       0.5401      
0.3446      38.74       0.9835      0.1639      1.391       42.12       10.53       0.005503    0.6123      1.461       0.4898      
2.843       62.57       0.9279      0.3756      1.635       68.78       17.2        0.008542    0.6783      0.5471      0.1737      
0.9699      57.63       0.9763      0.3013      1.865       61.58       15.4        0.007359    0.6424      1.411       0.2416      
0.7099      40.2        0.9829      0.4194      1.604       39.5        9.874       0.006896    0.7769      1.838       0.4138      
0.2526      58.86       0.9768      0.1766      1.641       44.39       11.1        0.005997    0.6286      1.298       0.7941      
4.217       43.9        0.9036      0.4052      1.821       34.85       8.713       0.005863    0.6744      0.6664      0.2331      
0.8594      58.4        0.9762      0.3116      1.476       67.86       16.96       0.008456    0.8176      0.2775      0.6924      
1.855       44.69       0.9305      0.3271      1.796       40.15       10.04       0.004805    0.6935      1.262       0.8701      
2.109       71.54       0.9508      0.1208      1.903       58.11       14.53       0.004462    0.8218      0.1052      0.8475      
1.312       73.22       0.9701      0.2168      2.081       50.97       12.74       0.008033    0.8337      0.7086      0.5614      
2.788       52.68       0.9416      0.4321      1.784       58.56       14.64       0.005103    0.73        1.269       0.4721      
0.3345      26.63       0.9471      0.1729      1.6         27.51       6.878       0.005103    0.7741      0.6905      0.6628      
1.977       32.07       0.9601      0.3801      1.894       75.66       18.91       0.00377     0.6391      0.8606      0.184       
0.8007      26.57       0.9647      0.1095      1.665       71.15       17.79       0.006874    0.7788      0.4539      0.8476      
0.4118      32.16       0.9908      0.1708      1.488       75.34       18.84       0.005655    0.6476      0.4581      0.111       
1.653       37.19       0.9273      0.4498      1.282       28.21       7.054       0.007646    0.8262      1.518       0.5229      
1.046       75.28       0.9567      0.3889      1.428       59.67       14.92       0.007813    0.6362      0.8484      0.2355      
0.4404      72.74       0.959       0.3123      2.066       47.71       11.93       0.00636     0.6684      1.208       0.211       
1.303       49.82       0.9307      0.1161      1.581       32.22       8.055       0.009756    0.7411      0.7647      0.8507      
3.853       28.65       0.8922      0.4197      1.451       51.25       12.81       0.004471    0.7162      0.7087      0.7062      
4.25        61.44       0.8867      0.2535      1.762       66.94       16.74       0.005781    0.7902      0.2002      0.3511      
2.792       67.73       0.9209      0.1688      1.359       44.87       11.22       0.00772     0.8109      1.412       0.362       
1.93        39.81       0.9567      0.2191      1.825       38.64       9.66        0.005643    0.7211      0.5046      0.4198      
1.212       10.75       0.9684      0.2639      1.908       77.61       19.4        0.007498    0.7908      1.073       0.2813      
4.717       37.89       0.8946      0.1481      1.801       40.85       10.21       0.006475    0.7176      0.4192      0.7277      
0.9536      25.18       0.941       0.4641      1.473       81.34       20.33       0.008642    0.6714      1.104       0.5198      
2.667       63.98       0.9283      0.2206      1.733       71.17       17.79       0.005953    0.6882      1.388       0.2177      
2.31        55.29       0.9202      0.3559      1.466       48.72       12.18       0.005836    0.7953      0.2056      0.1187      
0.2681      34.68       0.9619      0.3866      2.046       62.29       15.57       0.009512    0.7253      0.02554     0.5269      
0.1625      67.85       0.9913      0.1104      1.828       28.51       7.127       0.008695    0.7739      1.104       0.1851      
0.3326      17.08       0.9906      0.1123      1.749       77.57       19.39       0.005102    0.7319      1.548       0.4161      
3.205       17.67       0.9199      0.2229      1.45        35.4        8.849       0.007962    0.7472      1.012       0.2109      
4.69        24.2        0.8839      0.2861      1.722       47.6        11.9        0.004155    0.694       0.9726      0.3275      
0.8407      45.72       0.9595      0.1214      2.069       33.29       8.323       0.007092    0.6658      0.03666     0.1082      
0.8551      56.74       0.9526      0.4691      1.354       54.27       13.57       0.005342    0.7974      1.732       0.5878      
0.9719      41.39       0.9803      0.2284      1.582       73.92       18.48       0.00619     0.8319      1.095       0.5858      
3.689       35.68       0.9245      0.2587      1.594       56.59       14.15       0.004832    0.7177      0.2599      0.6256      
0.8672      18.52       0.9758      0.2692      1.344       32.51       8.128       0.00674     0.7886      0.09045     0.2906      
0.2699      29.67       0.9813      0.4281      1.9         56.64       14.16       0.009908    0.766       1.501       0.6479      
1.997       68.18       0.9518      0.4962      2.022       75.55       18.89       0.007001    0.7034      0.2106      0.2198      
3.556       40.66       0.9097      0.1021      1.772       71.88       17.97       0.005104    0.6591      0.1181      0.4416      
3.608       51.41       0.899       0.4097      1.373       63.21       15.8        0.005065    0.7905      0.2682      0.6823      
1.63        44.32       0.9424      0.4023      1.319       65.31       16.33       0.005818    0.6725      0.07841     0.8345      
2.392       38.03       0.9343      0.2942      1.889       31.27       7.816       0.009511    0.8103      1.392       0.5246      
2.925       50.66       0.9328      0.3605      1.881       54.5        13.63       0.003627    0.7119      0.4322      0.8253      
1.074       28.04       0.9566      0.2545      1.821       63.09       15.77       0.004579    0.7207      0.5732      0.3934      
2.59        63.51       0.9424      0.2171      1.985       49.13       12.28       0.004946    0.7686      0.3217      0.2106      
0.1957      64.22       0.9701      0.3065      1.432       36.2        9.05        0.008229    0.6561      1.36        0.2181      
1.103       43.74       0.9717      0.192       1.554       24.87       6.218       0.008254    0.8174      1.243       0.1174      
0.7483      42.75       0.95        0.1768      1.583       81.04       20.26       0.003921    0.6419      0.0008372   0.6303      
3.88        25.24       0.9094      0.2884      1.865       68.33       17.08       0.005049    0.7602      0.4013      0.7032      
0.6868      59.83       0.9861      0.3995      1.536       37.73       9.432       0.00664     0.6776      0.9183      0.8532      
1.282       14.68       0.9608      0.3732      1.329       44.39       11.1        0.01002     0.7474      1.18        0.7038      
4.701       32.35       0.901       0.2378      1.75        61.97       15.49       0.006187    0.8023      0.5509      0.6841      
2.799       49.83       0.9244      0.1712      1.998       52.85       13.21       0.005631    0.6794      0.4983      0.8181      
0.8368      18.91       0.9565      0.317       1.616       55.14       13.78       0.009555    0.6867      0.001592    0.3928      
1.249       16.76       0.9669      0.1462      2.059       38.49       9.623       0.00882     0.7656      1.602       0.7491      
0.4653      23.26       0.9498      0.1909      1.789       43.91       10.98       0.009887    0.7382      0.0834      0.8977      
2.617       68.57       0.9291      0.4154      1.94        55.71       13.93       0.006987    0.7271      1.07        0.2506      
0.801       21.74       0.9806      0.1461      1.728       22.5        5.626       0.003162    0.6523      1.411       0.06429     
2.223       65.17       0.9489      0.3169      1.834       53.7        13.43       0.009542    0.6352      0.5108      0.8573      
2.436       46.61       0.9257      0.3157      1.425       35.3        8.824       0.008417    0.712       0.973       0.1488      
0.5215      21.22       0.9542      0.2441      1.669       85.47       21.37       0.008093    0.7551      1.059       0.9214      
1.385       31.69       0.9326      0.3242      1.867       68.43       17.11       0.009677    0.6971      1.432       0.4091      
0.5723      35.31       0.9751      0.3472      2.036       32.9        8.226       0.01065     0.7829      1.618       0.6901      
1.402       69.68       0.959       0.294       1.276       52.48       13.12       0.006231    0.7651      1.384       0.6504      
2.116       23.8        0.931       0.383       1.665       57.85       14.46       0.004241    0.6867      0.6606      0.7197      
1.688       35.58       0.9525      0.4337      1.308       77.96       19.49       0.005018    0.6915      0.2288      0.7633      
2.648       39.69       0.9138      0.3019      1.518       62.85       15.71       0.00635     0.8179      1.429       0.6111      
4.294       21.7        0.9076      0.3826      1.842       45.88       11.47       0.00397     0.6756      0.7333      0.5521      
0.5032      28.63       0.9805      0.2644      1.402       61.03       15.26       0.003722    0.7622      1.084       0.2908      
2.389       34.48       0.9499      0.1994      1.501       66.66       16.66       0.005042    0.8116      0.4592      0.7449      
1.861       56.33       0.933       0.1649      1.565       55.33       13.83       0.003548    0.7778      0.4243      0.3942      
2.039       50.21       0.9456      0.4682      1.52        34.51       8.628       0.005874    0.6435      0.5047      0.771       
3.12        24.25       0.9168      0.1977      1.46        53.23       13.31       0.006852    0.7254      0.3459      0.3183      
4.291       52.79       0.8973      0.3304      1.506       58.74       14.68       0.00688     0.7405      0.8784      0.2614      
1.655       43.39       0.9323      0.4845      1.426       48.04       12.01       0.009439    0.64        0.08258     0.5704      
0.5542      47.25       0.9514      0.1026      1.583       81.38       20.35       0.007587    0.6299      1.049       0.8818      
3.632       34.35       0.9124      0.2935      1.924       29.63       7.407       0.00628     0.6573      0.2213      0.7769      
